Complexity,Loss,Equation
1,0.031568147,"x3"
3,0.031319007,"x3 * 0.98421484"
5,0.027291099,"cos(sin(x6)) * x3"
6,0.025552055,"x3 * cos(x6 * x7)"
7,0.024846092,"x3 * cos(sin(x6 * x7))"
8,0.024720462,"x3 * cos(x7 * (x6 * 0.90342134))"
9,0.023882622,"x3 * cos(sin(x1) * (x7 * x6))"
10,0.023035632,"(x3 * cos(sin(x7))) + cube(sin(sin(x6)))"
11,0.022573525,"x3 * cos(tanh(x6 * (x7 * (x3 - 1.2149906))))"
12,0.020928994,"x3 * cos(tanh(x6 * x7) * (tanh(x3) - 0.5345302))"
13,0.02054012,"x3 * cos((tanh(x3) - 0.8825034) * square(tanh(x7 * x6)))"
14,0.02053786,"x3 * cos((0.85918945 - tanh(x3)) * tanh((x7 * 0.6788659) * x6))"
