Complexity,Loss,Equation
1,0.41562614,"x6"
3,0.37243968,"x6 * 0.792202"
5,0.37243965,"(x6 * 0.79218775) + -2.9082323e-6"
6,0.37078357,"(sin(x6) * x1) + x6"
7,0.3647482,"(x1 * -0.09101261) - (x6 * -0.7678686)"
8,0.35513738,"cube(x1 * -0.36676776) + (x6 * 0.7351204)"
9,0.3535293,"x6 + cube(tanh(cube(cube(x1) * x6)))"
10,0.34918946,"cube(tanh(cube(x1) * x6)) + (x6 / 1.0870969)"
11,0.3461714,"x6 + cube(tanh(cube((cube(x1) + x4) * x6)))"
12,0.34495717,"tanh(cube((cube(x1) + x4) * -0.10244943)) + (x6 * 0.69904786)"
13,0.33973163,"(x6 * 0.9196932) + cube(tanh(cube(x6 * (x4 + cube(x1)))))"
15,0.338055,"tanh(cube(cube((x4 + (cube(x1) * 0.86168945)) * x6))) + (x6 * 0.91939783)"
