Complexity,Loss,Equation
1,0.0024527581,"x2"
3,0.002451254,"x2 * 0.9987736"
5,0.0023807297,"x2 * cos(square(x6))"
6,0.0023317868,"x2 * exp(x8 * 0.010981716)"
7,0.0022845662,"(x4 * (x8 * -0.013016641)) + x2"
8,0.0022633523,"x2 * exp((x6 - x8) * -0.010547622)"
10,0.002248842,"(tanh((x8 - x6) * x4) * -0.028673492) + x2"
11,0.0022328408,"((x2 * (x6 + (x7 - x8))) * -0.008323555) + x2"
12,0.002232266,"tanh((x2 * -0.008393186) * (x6 + (x7 - x8))) + x2"
13,0.0022229017,"(((((x6 + x7) * 0.6501924) - x8) * x2) * -0.01093002) + x2"
14,0.0022197107,"x2 + (((x6 + x7) - (tanh(x8) + x8)) * (x2 * -0.0068410737))"
15,0.002217229,"((x2 * -0.0075073587) * ((x7 + x6) - (sin(x8) + tanh(x8)))) + x2"
