Complexity,Loss,Equation
1,7.922518e-5,"x0"
3,7.92236e-5,"x0 * 0.9999602"
5,6.0946644e-5,"x0 - (x4 * 0.004275313)"
6,5.218955e-5,"x0 - (sin(x5) * 0.011107438)"
7,7.3028474e-7,"(x0 * 0.9821907) - (x2 * -0.019855853)"
9,7.3028446e-7,"((x0 - (x2 * -0.020215323)) * 0.98219126) - -1.4702776e-7"
11,6.82963e-7,"(x0 * 0.9821907) - (x2 * (-0.019856883 - (x8 * 0.00021712718)))"
12,6.801583e-7,"(x0 * 0.9821909) - (x2 * (-0.019856274 - (tanh(x8) * 0.00033066253)))"
13,6.6459125e-7,"(x0 * 0.9821914) - ((x2 * -0.019856885) - ((x8 * -0.00025719404) * x4))"
14,6.607197e-7,"((x0 - (x2 * -0.020216184)) * 0.9821907) - (tanh(x8 * x4) * 0.00053760665)"
15,6.526593e-7,"((x0 * 0.9822485) - (x2 * -0.019657977)) - (((x8 * 0.0002571042) + 0.00018547886) * x4)"
