Complexity,Loss,Equation
1,0.0048,"x6"
3,0.004728947,"x6 * 0.9210666"
5,0.0047135605,"(x6 * 0.9171098) + 0.003947845"
7,0.0046671294,"x6 * ((x9 * 0.124410115) - -0.91283417)"
9,0.0046425797,"((x6 + (x1 * -0.020747775)) - -0.025971437) * 0.89852536"
10,0.004642151,"sin(((x1 * -0.016292324) + (x6 - -0.02038322)) * 1.1483549)"
