Complexity,Loss,Equation
1,0.0050621526,"x3"
3,0.00505066,"x3 - 0.0033884642"
4,0.004119224,"x3 * cos(x6)"
5,0.0039183083,"x3 * cos(sin(x6))"
6,0.0039172354,"cos(0.8282193 * x6) * x3"
7,0.0035265298,"cos(sin(x6 + x7)) * x3"
8,0.0034188873,"x3 * exp((x6 + x7) * -0.3060886)"
9,0.0034141578,"x3 * cos((x9 * x7) + sin(x6))"
10,0.003353898,"(x3 + -0.009388585) * cos(sin(x6 + sin(x7)))"
11,0.0032937892,"(x3 * cos(sin(x7 + x6))) + (x8 * 0.026185831)"
12,0.003206834,"((x8 * 0.027470378) + x3) * cos(sin(x6 + sin(x7)))"
13,0.0031887058,"(x8 * 0.026185831) + (x3 * cos(sin((x7 + x6) * 0.8349841)))"
14,0.0031200093,"(-0.009123599 + (x3 + (x8 * 0.027470378))) * cos(sin(x6 + sin(x7)))"
15,0.00311397,"((x8 * 0.026335334) + (cos(sin((x6 + x7) * -0.85067546)) * x3)) - 0.008704549"
16,0.0031073673,"((x3 + (x8 * 0.027470378)) + -0.009123599) * cos(sin(sin(sin(x7)) + sin(x6)))"
18,0.0030822705,"cos(sin(x7 * ((exp(x4) * (x9 + 0.34892842)) - x5)) + (x6 / 1.3023529)) * x3"
19,0.0030737598,"cos(sin(x7 * ((x9 + (0.38049644 - x5)) * 1.2622623)) + (x6 / 1.3093044)) * (x3 + -0.008904918)"
20,0.0030057067,"cos(sin(((exp(x4) * (x9 + 0.3480519)) - x5) * x7) + (x6 / 1.2826144)) * (x3 - 0.008624729)"
