Complexity,Loss,Equation
1,4.352126e-5,"x0"
3,9.629084e-6,"x0 * 1.0179043"
5,9.079845e-8,"(x2 * 0.0100555625) + x0"
7,9.0767394e-8,"(x0 + (x2 * 0.010039812)) * 1.0000362"
9,8.579453e-8,"(x2 * ((x8 * 0.00018525503) + 0.010056464)) + x0"
10,8.548309e-8,"x0 + (((exp(x8) * 0.00016846624) + 0.009857998) * x2)"
11,8.5076586e-8,"(((0.00018525503 * (x8 - x7)) + 0.010056464) * x2) + x0"
12,7.8738154e-8,"((x5 * cos(x4)) * 0.00047684027) + (x0 + (x2 * 0.010094616))"
14,7.8489364e-8,"(x0 + (cos(x4 / -0.9398224) * (x5 * 0.00046922482))) + (x2 * 0.010087906)"
16,7.377427e-8,"(x0 + (x2 * ((x8 * 0.0001844852) + 0.010095368))) + (x5 * (cos(x4) * 0.0004769504))"
17,7.367118e-8,"((0.00047635695 * (x5 * cos(x4))) + ((0.01009536 + (sin(x8) * 0.00020623107)) * x2)) + x0"
18,7.302201e-8,"((0.010098951 + ((x8 - x7) * 0.00021667803)) * x2) + (x0 + (x5 * (cos(x4) * 0.0004768167)))"
