Complexity,Loss,Equation
1,0.0024458624,"x2"
3,0.0024443667,"x2 * 0.99877584"
5,0.0023602352,"(x6 * -0.009253499) + x2"
6,0.0023400013,"x2 + cube(x5 * 0.04584805)"
7,0.0022844812,"x2 + ((x7 - x6) * 0.009687807)"
8,0.0022795654,"(tanh(x4 * x8) / -38.51833) + x2"
9,0.002221805,"(((x8 * x4) + x6) * -0.010536376) + x2"
11,0.002145661,"((x7 - ((x8 * x4) + x6)) * 0.010470871) + x2"
13,0.002128042,"x2 + ((x7 - ((x4 * (x8 - -0.39098734)) + x6)) * 0.0109014185)"
14,0.0021158792,"(((x6 + ((x4 * x8) - tanh(x9))) - x7) * -0.0101687135) + x2"
15,0.0021080903,"x2 + ((x6 + (((x4 * x8) - cube(sin(x9))) - x7)) * -0.010286807)"
