Complexity,Loss,Equation
1,0.0079,"x7"
2,0.0077449293,"sin(x7)"
3,0.00769719,"x7 / 1.1195078"
4,0.0076970155,"0.0069218604 + sin(x7)"
5,0.0076605356,"(x7 + 0.0068818405) / 1.1272477"
6,0.00754729,"sin(x7 + (x6 * 0.13209091))"
7,0.007535332,"exp(-3.3942332 - x1) + sin(x7)"
9,0.0073608123,"exp((-2.9473572 - x1) - x1) + sin(x7)"
