Complexity,Loss,Equation
1,0.0002090461,"x1"
3,8.4720945e-5,"x1 + -0.011150178"
5,1.5680872e-6,"x1 + (x3 * 0.022467872)"
6,1.5678655e-6,"x1 + sin(x3 * 0.022469595)"
7,1.5248554e-6,"(x1 + (x3 * 0.02229007)) * 0.9997905"
8,1.4672468e-6,"x1 + (cos(x6) * (x3 * 0.022684824))"
9,1.2294946e-6,"(x3 * ((x6 * -0.00568206) + 0.02261684)) + x1"
10,1.2293713e-6,"sin(((x6 * -0.005682079) + 0.02261877) * x3) + x1"
11,1.210672e-6,"x1 + ((x3 + ((x7 + x6) * 0.16805768)) * 0.022635898)"
12,1.205455e-6,"(x1 + (x3 * sin((x6 * -0.0055427207) + 0.022482544))) * 0.99984306"
13,1.159655e-6,"((((x3 * -0.19349211) * (x6 + x7)) + x3) * 0.022677416) + x1"
14,1.1529859e-6,"((((x3 * -0.26239502) * sin(x6 + x7)) + x3) * 0.022681432) + x1"
15,1.1227703e-6,"(((x8 * 0.0005720237) + ((x6 * -0.005512889) * x3)) + (x3 * 0.02260543)) + x1"
16,1.1226493e-6,"sin(((x8 * 0.0005720237) + ((x6 * -0.005512889) * x3)) + (x3 * 0.02260543)) + x1"
