Complexity,Loss,Equation
1,0.0002977657,"x4"
3,0.00022151353,"x4 * 1.0211473"
5,8.816277e-5,"x4 + (x5 * 0.051478893)"
6,8.80101e-5,"sin(x5 * 0.05171235) + x4"
7,8.7864006e-5,"sin(sin(x5 * 0.051951736)) + x4"
8,8.602914e-5,"(sin(x5 * 0.26841253) * 0.2105068) + x4"
10,8.157482e-5,"((x5 + (x6 * sin(x5))) * 0.05189031) + x4"
11,8.147808e-5,"x4 + sin((x5 + (x7 * sin(x5))) * 0.05142702)"
12,7.587833e-5,"((x5 + sin(x5 * (x7 + x6))) * 0.051450647) + x4"
13,7.558752e-5,"x4 - ((sin(sin((x7 + x6) * x5)) + x5) * -0.051582623)"
14,7.048325e-5,"x4 + ((x5 + sin(((x7 + x6) * 2.3364286) * x5)) * 0.050701585)"
15,6.9863054e-5,"x4 + ((x5 + sin((x6 + x7) * (x5 + sin(x5)))) * 0.050914735)"
16,6.7257686e-5,"((((x3 * x3) * sin((x7 + x6) * x5)) + x5) * 0.053023044) + x4"
20,6.271112e-5,"((x5 + ((0.034833565 - x3) * sin((1.27515 - x3) * (x5 * (x7 + x6))))) * 0.05162382) + x4"
