Complexity,Loss,Equation
1,0.0059,"x6"
2,0.0058810413,"sin(x6)"
3,0.005823584,"x6 * 0.91505766"
5,0.0057969145,"x6 * cos(exp(x3))"
6,0.0057738363,"(x3 * -0.016390817) + sin(x6)"
7,0.005711539,"(0.030220877 / exp(x1)) + sin(x6)"
8,0.0055160844,"sin((0.013960974 / (x1 + 0.21645579)) + x6)"
9,0.005246049,"sin((0.1299296 / exp(x1 / 0.16421692)) + x6)"
10,0.0052446863,"sin(sin(0.1311124 / exp(x1 / 0.16265532)) + x6)"
11,0.0051600263,"sin((0.11833742 / exp((x1 / 0.11843915) + x4)) + x6)"
12,0.0047863955,"sin(x6 + (0.48458552 / exp(exp(x4) + (x1 / 0.14774677))))"
13,0.0047705914,"sin(((0.450837 / exp(exp(x4))) / exp(x1 / 0.13455722)) + x6)"
14,0.004708376,"sin(sin((0.5248147 / exp(exp(x4))) / exp(x1 / 0.1059243)) + x6)"
16,0.004707117,"sin(sin((0.52263683 / exp(exp(x4))) / exp(x1 / 0.1065183)) + (x6 / 1.023591))"
18,0.0046799,"sin(sin((0.52245164 / exp(exp(1.4639597 * x4))) / exp(x1 / 0.1063)) + (x6 / 1.0233651))"
