Complexity,Loss,Equation
1,0.06375711,"x5"
3,0.06335671,"x5 * 0.9288627"
4,0.062470354,"x5 - sin(x7)"
5,0.060085118,"x5 * cos(sin(x5))"
6,0.05774789,"sin(x5 * -0.4458016) * -2.67898"
8,0.05366188,"x5 + sin(x5 * (x7 + x6))"
9,0.052352417,"x5 + ((x6 / cos(x3)) * sin(x5))"
10,0.050571572,"sin((x6 + x7) * (x5 * 2.4044597)) + x5"
11,0.04998852,"((sin(x6 + x7) * 2.5183399) * sin(x5)) + x5"
12,0.04512373,"((x3 * sin((x7 + x6) * x5)) * -2.5129333) + x5"
13,0.04328007,"(sin(x7 + x6) * (x3 * (sin(x5) * -3.428349))) + x5"
14,0.043241963,"(x3 * ((sin(x5) * -3.8808944) * sin(sin(x6 + x7)))) + x5"
15,0.042285666,"((sin((x6 + x7) * x3) * (x3 * sin(x5))) * 3.4085488) + x5"
17,0.04193296,"x5 + ((sin(x7 + (x6 * (x5 + 0.7944393))) * sin(x5)) * (x3 * -3.6906867))"
18,0.041273996,"((sin(x5) * (x3 * sin((x6 * (exp(x9) + x5)) + x7))) * -3.834982) + x5"
19,0.041115012,"((sin(((x5 + 0.33751103) * (x6 / 0.4115725)) + x7) * (x3 * -4.046551)) * sin(x5)) + x5"
20,0.040771052,"(((x3 + x1) * (sin((x6 * (x5 + exp(x9))) + x7) * sin(x5))) * -3.898351) + x5"
