Complexity,Loss,Equation
1,0.0045,"x7"
3,0.0044816085,"x7 / 1.0482211"
5,0.00440566,"x7 + (x6 * 0.09433767)"
7,0.004360883,"(x7 * 0.9263177) + (x6 * 0.10963866)"
8,0.0042657377,"x7 + (0.068628445 / exp(x1 * 5.1508975))"
9,0.004113072,"(0.0978985 / exp(x1 * 5.42086)) + sin(x7)"
10,0.0041122595,"sin(x7) + sin(0.09793491 / exp(x1 * 5.4517527))"
11,0.004004509,"sin(x7 + (0.9527951 / (exp(x1 * 27.725937) + 4.548424)))"
12,0.0039260443,"(cos(x0) / (exp(x1 * 27.725937) + 4.548424)) + sin(x7)"
14,0.0039178682,"(cos(x0 + 0.1898343) / (exp(x1 * 27.725937) + 4.548424)) + sin(x7)"
16,0.0038883812,"sin((0.28771502 / exp(exp(x3 * (x4 + x6)) + (5.977784 * x1))) + x7)"
17,0.003818216,"sin((0.3774676 / exp(exp(sin((x4 * -1.9318196) - x6)) + (x1 * 5.9675374))) + x7)"
18,0.0038109215,"sin((0.15158047 / exp(sin((x6 + x4) * -1.8608032) + (0.45091784 + (x1 * 5.9488006)))) + x7)"
19,0.0037821739,"sin(x7 + (0.15158047 / exp(sin((x4 + x6) * -1.8608032) + ((x1 * 5.9488006) + cos(x3)))))"
20,0.0037372035,"sin((0.4245385 / exp((x1 * 5.9828653) + (sin((x4 + x6) * -1.7009364) + exp(exp(x3))))) + x7)"
